登録番号,登録年月日,事業者名,事業の種類,事業の種類の細目1,事業の種類の細目2,事業所名,所在地(都道府県),所在地(市区町村),登録対象業務の従業員数
236545,20180330,社会福祉法人同塵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム芙蓉苑,神奈川県,横浜市港南区,133
236577,20180330,社会福祉法人幸生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム泉クラシック,宮城県,仙台市泉区,44
237379,20180330,社会福祉法人穏寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームフローラユーワ,千葉県,千葉市緑区,55
237951,20180330,社会福祉法人大友恵愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム大友恵愛園,北海道,札幌市東区,115
238105,20190523,医療法人社団上野会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設　ぎんなんの里,熊本県,熊本市北区,41
238984,20180330,社会福祉法人　隆徳会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム　サニーヒル横浜,神奈川県,横浜市旭区,90
239725,20180330,読売光と愛の事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,よみうりランド花ハウス,神奈川県,川崎市多摩区,173
239731,20180330,読売光と愛の事業団,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,花ハウスすみれ館,神奈川県,川崎市多摩区,22
239747,20180330,株式会社サンロイヤル新潟,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,株式会社サンロイヤル新潟,新潟県,新潟市西区,17
240881,20180330,社会福祉法人慈雄会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム天望庵,熊本県,熊本市,70
241191,20180330,医療法人起生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設なでしこ,熊本県,熊本市中央区,50
244031,20180330,株式会社ユニマットリタイアメント・コミュニティ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,にいがたケアセンターそよ風,新潟県,新潟市西区,21
244535,20180330,医療法人社団つかさ会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設コスモス苑,兵庫県,神戸市須磨区,40
245863,20180330,社会福祉法人春陽福祉協会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームまつはま園,新潟県,新潟市北区,56
247533,20190523,医療法人社団寿量会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設清雅苑,熊本県,熊本市,42
247581,20180330,医療法人社団葵会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設　葵の園・ヨコハマ,神奈川県,横浜市緑区,61
247823,20180330,社会福祉法人白川園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホーム白川の里,熊本県,熊本市東区,30
247825,20180330,社会福祉法人白川園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ユニット型特別養護老人ホーム白川の里,熊本県,熊本市東区,81
247911,20180330,社会福祉法人松風,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームみずうみ,静岡県,浜松市北区,46
248125,20180330,社会福祉法人　北桑会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,豊和園,京都府,京都市右京区,65
248137,20180330,社会福祉法人横浜博萌会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,特別養護老人ホームしらゆり園,神奈川県,横浜市戸塚区,57
249662,20180330,医療法人社団　長啓会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,都ケアセンター,静岡県,浜松市北区,179
250226,20180330,医療法人社団　淳英会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設おゆみの,千葉県,千葉市緑区,92
250362,20180330,介護老人保健施設フジタ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設フジタ,愛知県,名古屋市緑区,145
250430,20180330,一般財団法人京都地域医療学際研究所,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人保健施設｢がくさい｣,京都府,京都市北区,78
250466,20180330,社会福祉法人幸和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,社会福祉法人幸和会,埼玉県,幸手市,126
250756,20180330,敬老園札幌,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,敬老園札幌,北海道,札幌市西区,55
250916,20180330,株式会社　丸和きむら,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,パークウェル水車町,北海道,札幌市豊平区,9
250940,20190523,ケアメゾン山鼻1号館,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,ケアメゾン山鼻1号館,北海道,札幌市中央区,35
250942,20180330,社会福祉法人怡土福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人福祉施設くぬぎ台,神奈川県,横浜市保土ケ谷区,89
250944,20180330,社会福祉法人怡土福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人福祉施設新吉田,神奈川県,横浜市港北区,97
250946,20180330,社会福祉法人怡土福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人福祉施設北八朔,神奈川県,横浜市緑区,94
250948,20180330,社会福祉法人怡土福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,介護老人福祉施設池辺,神奈川県,横浜市都筑区,96
251340,20180330,医療法人社団　岡崎会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,医療法人社団　岡崎会　ハイマート有玉,静岡県,浜松市東区,41
252254,20180330,合同会社まるわ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,訪問介護支援パークウェル,北海道,札幌市豊平区,16
252688,20180330,株式会社はくりょう,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,グループホームエルムの家,北海道,札幌市西区,24
252694,20180330,株式会社はくりょう,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,訪問介護事業所エルムの家,北海道,札幌市東区,3
253262,20180330,グループホーム日翔館,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：政令指定都市,グループホーム日翔館,北海道,札幌市,34
